0.026891+0.851243j,-0.001303-3.140706j,-0.001303-3.140706j,0.000000
0.026891+0.851243j,-0.001331-3.142471j,0.001737-3.140346j,0.000000
0.026891+0.851243j,-0.001331-3.142471j,0.001737-3.140346j,0.000000
0.026892+0.851245j,-0.001328-3.142472j,0.001733-3.140346j,0.000000
0.026899+0.851253j,-0.001314-3.142474j,0.001714-3.140343j,0.000000
0.026929+0.851289j,-0.001249-3.142488j,0.001626-3.140328j,0.000000
0.027009+0.851374j,-0.001092-3.142530j,0.001414-3.140280j,0.000001
0.027079+0.851437j,-0.000969-3.142575j,0.001246-3.140226j,0.000001
0.027164+0.851500j,-0.000835-3.142638j,0.001064-3.140149j,0.000001
0.027258+0.851554j,-0.000707-3.142717j,0.000888-3.140050j,0.000002
0.027356+0.851597j,-0.000589-3.142809j,0.000726-3.139932j,0.000002
0.027455+0.851629j,-0.000485-3.142910j,0.000580-3.139802j,0.000003
0.027553+0.851650j,-0.000394-3.143016j,0.000453-3.139666j,0.000003
0.027651+0.851664j,-0.000311-3.143128j,0.000337-3.139520j,0.000003
0.027755+0.851672j,-0.000233-3.143249j,0.000226-3.139361j,0.000004
0.027863+0.851674j,-0.000158-3.143381j,0.000119-3.139188j,0.000005
0.027978+0.851671j,-0.000086-3.143524j,0.000015-3.139001j,0.000005
0.028099+0.851663j,-0.000016-3.143678j,-0.000087-3.138799j,0.000006
0.028227+0.851650j,0.000052-3.143843j,-0.000188-3.138580j,0.000007
0.028362+0.851633j,0.000120-3.144022j,-0.000288-3.138345j,0.000008
0.028506+0.851610j,0.000188-3.144213j,-0.000389-3.138093j,0.000009
0.028658+0.851583j,0.000256-3.144417j,-0.000490-3.137822j,0.000010
0.028820+0.851552j,0.000324-3.144636j,-0.000593-3.137532j,0.000011
0.028991+0.851516j,0.000394-3.144870j,-0.000699-3.137223j,0.000013
0.029173+0.851476j,0.000464-3.145120j,-0.000806-3.136892j,0.000015
0.029365+0.851430j,0.000537-3.145386j,-0.000917-3.136539j,0.000017
0.029569+0.851381j,0.000611-3.145669j,-0.001032-3.136164j,0.000019
0.029785+0.851326j,0.000688-3.145971j,-0.001150-3.135764j,0.000022
0.030014+0.851267j,0.000767-3.146291j,-0.001273-3.135340j,0.000025
0.030256+0.851203j,0.000849-3.146630j,-0.001400-3.134889j,0.000028
0.030512+0.851133j,0.000934-3.146991j,-0.001533-3.134411j,0.000032
0.030783+0.851058j,0.001023-3.147372j,-0.001672-3.133904j,0.000037
0.031069+0.850978j,0.001115-3.147776j,-0.001817-3.133367j,0.000042
0.031371+0.850893j,0.001211-3.148204j,-0.001968-3.132800j,0.000048
0.031689+0.850801j,0.001312-3.148656j,-0.002127-3.132200j,0.000054
0.032026+0.850704j,0.001417-3.149133j,-0.002292-3.131566j,0.000062
0.032380+0.850600j,0.001527-3.149637j,-0.002466-3.130897j,0.000070
0.032754+0.850490j,0.001642-3.150168j,-0.002647-3.130191j,0.000079
0.033147+0.850374j,0.001762-3.150728j,-0.002838-3.129448j,0.000090
0.033561+0.850250j,0.001888-3.151318j,-0.003037-3.128664j,0.000102
0.033996+0.850119j,0.002020-3.151939j,-0.003246-3.127839j,0.000115
0.034454+0.849981j,0.002158-3.152592j,-0.003465-3.126971j,0.000130
0.034934+0.849835j,0.002302-3.153279j,-0.003695-3.126058j,0.000146
0.035439+0.849681j,0.002453-3.154001j,-0.003935-3.125099j,0.000164
0.035969+0.849519j,0.002612-3.154759j,-0.004187-3.124092j,0.000185
0.036525+0.849348j,0.002777-3.155555j,-0.004450-3.123034j,0.000208
0.037108+0.849168j,0.002951-3.156390j,-0.004726-3.121925j,0.000233
0.037718+0.848978j,0.003132-3.157265j,-0.005015-3.120762j,0.000261
0.038358+0.848779j,0.003322-3.158183j,-0.005317-3.119542j,0.000292
0.039028+0.848569j,0.003521-3.159144j,-0.005633-3.118265j,0.000327
0.039728+0.848349j,0.003728-3.160150j,-0.005964-3.116928j,0.000365
0.040461+0.848118j,0.003945-3.161203j,-0.006309-3.115528j,0.000408
0.041227+0.847876j,0.004171-3.162305j,-0.006670-3.114064j,0.000454
0.042027+0.847622j,0.004408-3.163457j,-0.007047-3.112533j,0.000506
0.042863+0.847355j,0.004655-3.164660j,-0.007441-3.110934j,0.000563
0.043736+0.847075j,0.004913-3.165918j,-0.007852-3.109262j,0.000626
0.044646+0.846782j,0.005182-3.167231j,-0.008280-3.107517j,0.000695
0.045596+0.846475j,0.005463-3.168602j,-0.008728-3.105695j,0.000771
0.046586+0.846154j,0.005755-3.170031j,-0.009194-3.103794j,0.000854
0.047618+0.845818j,0.006060-3.171523j,-0.009680-3.101812j,0.000946
0.048693+0.845466j,0.006378-3.173078j,-0.010187-3.099745j,0.001046
0.049813+0.845097j,0.006709-3.174698j,-0.010714-3.097591j,0.001156
0.050978+0.844712j,0.007054-3.176386j,-0.011264-3.095347j,0.001277
0.052190+0.844309j,0.007413-3.178144j,-0.011836-3.093010j,0.001408
0.053450+0.843888j,0.007786-3.179973j,-0.012431-3.090577j,0.001552
0.054761+0.843448j,0.008175-3.181877j,-0.013050-3.088045j,0.001710
0.056123+0.842988j,0.008579-3.183858j,-0.013694-3.085411j,0.001882
0.057538+0.842508j,0.008999-3.185918j,-0.014363-3.082672j,0.002069
0.059007+0.842006j,0.009436-3.188059j,-0.015059-3.079825j,0.002273
0.060533+0.841482j,0.009889-3.190284j,-0.015781-3.076865j,0.002495
0.062116+0.840935j,0.010361-3.192596j,-0.016532-3.073790j,0.002737
0.063757+0.840364j,0.010850-3.194997j,-0.017311-3.070596j,0.003000
0.065460+0.839767j,0.011358-3.197490j,-0.018119-3.067279j,0.003286
0.067225+0.839145j,0.011885-3.200077j,-0.018958-3.063837j,0.003597
0.069054+0.838496j,0.012433-3.202762j,-0.019829-3.060264j,0.003934
0.070948+0.837818j,0.013000-3.205547j,-0.020731-3.056558j,0.004299
0.072910+0.837111j,0.013589-3.208435j,-0.021666-3.052713j,0.004696
0.074941+0.836374j,0.014199-3.211429j,-0.022636-3.048727j,0.005125
0.077043+0.835605j,0.014831-3.214533j,-0.023640-3.044594j,0.005590
0.079217+0.834803j,0.015486-3.217749j,-0.024681-3.040312j,0.006092
0.081465+0.833967j,0.016165-3.221080j,-0.025758-3.035874j,0.006636
0.083790+0.833095j,0.016868-3.224531j,-0.026873-3.031277j,0.007223
0.086193+0.832186j,0.017596-3.228103j,-0.028027-3.026516j,0.007858
0.088675+0.831238j,0.018350-3.231801j,-0.029220-3.021587j,0.008543
0.091239+0.830250j,0.019129-3.235629j,-0.030455-3.016484j,0.009282
0.093887+0.829219j,0.019936-3.239589j,-0.031731-3.011203j,0.010080
0.096620+0.828146j,0.020771-3.243686j,-0.033051-3.005738j,0.010939
0.099440+0.827026j,0.021635-3.247922j,-0.034415-3.000084j,0.011864
0.102349+0.825860j,0.022528-3.252303j,-0.035824-2.994235j,0.012861
0.105349+0.824644j,0.023451-3.256832j,-0.037279-2.988187j,0.013933
0.108443+0.823377j,0.024405-3.261513j,-0.038781-2.981934j,0.015087
0.111631+0.822056j,0.025391-3.266350j,-0.040332-2.975469j,0.016328
0.114917+0.820680j,0.026411-3.271347j,-0.041933-2.968786j,0.017661
0.118301+0.819246j,0.027463-3.276509j,-0.043584-2.961879j,0.019093
0.121786+0.817751j,0.028551-3.281840j,-0.045287-2.954743j,0.020631
0.125374+0.816193j,0.029674-3.287345j,-0.047043-2.947369j,0.022282
0.129066+0.814570j,0.030834-3.293029j,-0.048854-2.939752j,0.024053
0.132865+0.812879j,0.032031-3.298895j,-0.050719-2.931884j,0.025953
0.136773+0.811116j,0.033267-3.304950j,-0.052641-2.923757j,0.027989
0.140791+0.809280j,0.034543-3.311197j,-0.054621-2.915366j,0.030171
0.144922+0.807366j,0.035859-3.317643j,-0.056659-2.906700j,0.032509
0.149167+0.805371j,0.037218-3.324292j,-0.058757-2.897754j,0.035013
0.153528+0.803293j,0.038620-3.331150j,-0.060915-2.888517j,0.037693
0.158007+0.801127j,0.040066-3.338222j,-0.063135-2.878982j,0.040561
0.162606+0.798870j,0.041557-3.345515j,-0.065418-2.869139j,0.043629
0.167327+0.796518j,0.043096-3.353033j,-0.067764-2.858980j,0.046910
0.172171+0.794067j,0.044682-3.360783j,-0.070174-2.848494j,0.050418
0.177140+0.791513j,0.046318-3.368771j,-0.072650-2.837672j,0.054167
0.182236+0.788852j,0.048005-3.377002j,-0.075192-2.826504j,0.058172
0.187435+0.786091j,0.049735-3.385445j,-0.077787-2.815032j,0.062430
0.192729+0.783234j,0.051508-3.394085j,-0.080432-2.803272j,0.066945
0.198115+0.780277j,0.053322-3.402925j,-0.083125-2.791219j,0.071729
0.203592+0.777219j,0.055179-3.411964j,-0.085863-2.778873j,0.076792
0.209157+0.774058j,0.057078-3.421202j,-0.088647-2.766230j,0.082148
0.214809+0.770791j,0.059019-3.430640j,-0.091474-2.753287j,0.087809
0.220544+0.767417j,0.061003-3.440277j,-0.094341-2.740042j,0.093787
0.226362+0.763933j,0.063030-3.450114j,-0.097247-2.726490j,0.100095
0.232259+0.760337j,0.065100-3.460152j,-0.100190-2.712630j,0.106746
0.238234+0.756627j,0.067214-3.470390j,-0.103167-2.698457j,0.113755
0.244284+0.752801j,0.069371-3.480829j,-0.106176-2.683966j,0.121135
0.250375+0.748877j,0.071561-3.491413j,-0.109197-2.669232j,0.128859
0.256501+0.744857j,0.073782-3.502136j,-0.112226-2.654263j,0.136933
0.262658+0.740740j,0.076034-3.512993j,-0.115259-2.639057j,0.145363
0.268843+0.736526j,0.078316-3.523985j,-0.118292-2.623614j,0.154161
0.275054+0.732214j,0.080630-3.535108j,-0.121322-2.607933j,0.163334
0.281288+0.727803j,0.082974-3.546361j,-0.124345-2.592014j,0.172892
0.287542+0.723294j,0.085348-3.557742j,-0.127355-2.575855j,0.182843
0.293812+0.718686j,0.087753-3.569250j,-0.130349-2.559455j,0.193197
0.300098+0.713978j,0.090188-3.580882j,-0.133322-2.542811j,0.203964
0.306395+0.709171j,0.092653-3.592636j,-0.136268-2.525923j,0.215153
0.312701+0.704263j,0.095149-3.604513j,-0.139182-2.508788j,0.226773
0.319014+0.699254j,0.097676-3.616509j,-0.142057-2.491404j,0.238834
0.325330+0.694144j,0.100233-3.628622j,-0.144888-2.473769j,0.251346
0.331648+0.688933j,0.102820-3.640853j,-0.147668-2.455880j,0.264319
0.337965+0.683621j,0.105439-3.653198j,-0.150388-2.437736j,0.277763
0.344278+0.678206j,0.108089-3.665657j,-0.153043-2.419333j,0.291687
0.350586+0.672690j,0.110769-3.678228j,-0.155622-2.400668j,0.306103
0.356885+0.667071j,0.113482-3.690909j,-0.158117-2.381739j,0.321020
0.363173+0.661350j,0.116226-3.703700j,-0.160519-2.362543j,0.336450
0.369448+0.655526j,0.119003-3.716598j,-0.162817-2.343076j,0.352402
0.375508+0.649791j,0.121721-3.729184j,-0.164931-2.323973j,0.368346
0.381755+0.643761j,0.124564-3.742298j,-0.166990-2.303954j,0.385372
0.387788+0.637821j,0.127351-3.755100j,-0.168852-2.284296j,0.402388
0.393994+0.631588j,0.130260-3.768417j,-0.170621-2.263726j,0.420521
0.399988+0.625447j,0.133114-3.781422j,-0.172175-2.243516j,0.438644
0.406147+0.619011j,0.136093-3.794935j,-0.173595-2.222386j,0.457929
0.412094+0.612668j,0.139017-3.808138j,-0.174778-2.201616j,0.477205
0.418197+0.606027j,0.142067-3.821843j,-0.175779-2.179919j,0.497690
0.424091+0.599482j,0.145064-3.835238j,-0.176519-2.158586j,0.518166
0.430131+0.592637j,0.148190-3.849130j,-0.177020-2.136323j,0.539901
0.435964+0.585890j,0.151264-3.862711j,-0.177232-2.114430j,0.561626
0.441934+0.578840j,0.154469-3.876784j,-0.177140-2.091610j,0.584658
0.447700+0.571891j,0.157624-3.890544j,-0.176724-2.069172j,0.607681
0.453594+0.564639j,0.160912-3.904789j,-0.175932-2.045818j,0.632059
0.459286+0.557488j,0.164151-3.918721j,-0.174777-2.022865j,0.656426
0.465095+0.550036j,0.167525-3.933125j,-0.173161-1.999027j,0.682189
0.470706+0.542688j,0.170853-3.947216j,-0.171141-1.975617j,0.707941
